timestamp,conso_serveur_kw,conso_securite_kw,conso_eclairage_kw,conso_climatisation_kw,conso_imprimante_kw,conso_totale_kw,production_solaire_kw,heure,jour_semaine,lag_1h,lag_2h,lag_24h
2026-08-04 12:30:00,0.508,0.091,0.004,2.032,0.011,2.646,3.362,12,1,2.37,1.927,2.654
2026-08-04 12:45:00,0.489,0.103,0.009,2.238,0.021,2.859,3.266,12,1,2.522,2.905,2.919
2026-08-04 13:00:00,0.484,0.088,0.0,2.256,0.013,2.841,3.489,13,1,2.558,2.114,3.456
2026-08-04 13:15:00,0.505,0.112,0.001,2.437,0.017,3.071,3.133,13,1,2.759,2.469,2.953
2026-08-04 13:30:00,0.505,0.095,0.0,2.565,0.04,3.205,3.262,13,1,2.646,2.37,3.601
2026-08-04 13:45:00,0.49,0.102,0.0,2.556,0.017,3.165,3.231,13,1,2.859,2.522,3.136
2026-08-04 14:00:00,0.491,0.103,0.009,2.263,0.024,2.889,2.889,14,1,2.841,2.558,3.359
2026-08-04 14:15:00,0.505,0.097,0.0,2.696,0.469,3.767,2.821,14,1,3.071,2.759,3.0
2026-08-04 14:30:00,0.471,0.106,0.002,2.495,0.01,3.084,2.901,14,1,3.205,2.646,3.139
2026-08-04 14:45:00,0.472,0.095,0.011,2.345,0.011,2.935,2.687,14,1,3.165,2.859,3.136
2026-08-04 15:00:00,0.486,0.109,0.0,2.381,0.008,2.983,2.416,15,1,2.889,2.841,2.992
2026-08-04 15:15:00,0.496,0.087,0.009,2.31,0.011,2.912,2.43,15,1,3.767,3.071,3.566
2026-08-04 15:30:00,0.506,0.101,0.0,2.14,0.0,2.747,2.254,15,1,3.084,3.205,2.761
2026-08-04 15:45:00,0.53,0.119,0.009,2.129,0.025,2.812,1.973,15,1,2.935,3.165,2.746
2026-08-04 16:00:00,0.517,0.09,0.032,1.941,0.041,2.621,1.662,16,1,2.983,2.889,2.837
2026-08-04 16:15:00,0.497,0.093,0.032,1.847,0.021,2.49,1.508,16,1,2.912,3.767,2.573
2026-08-04 16:30:00,0.5,0.105,0.029,1.698,0.534,2.866,1.369,16,1,2.747,3.084,2.508
2026-08-04 16:45:00,0.48,0.102,0.06,1.499,0.014,2.155,1.107,16,1,2.812,2.935,2.21
2026-08-04 17:00:00,0.5,0.104,0.089,1.531,0.015,2.239,1.001,17,1,2.621,2.983,2.043
2026-08-04 17:15:00,0.494,0.105,0.056,1.449,0.01,2.114,0.531,17,1,2.49,2.912,2.055
2026-08-04 17:30:00,0.506,0.106,0.147,1.317,0.029,2.105,0.308,17,1,2.866,2.747,2.099
2026-08-04 17:45:00,0.483,0.111,0.145,1.227,0.028,1.994,0.247,17,1,2.155,2.812,1.773
2026-08-04 18:00:00,0.51,0.104,0.19,1.06,0.008,1.874,0.0,18,1,2.239,2.621,1.729
2026-08-04 18:15:00,0.531,0.098,0.236,0.863,0.027,1.755,0.0,18,1,2.114,2.49,1.769
2026-08-04 18:30:00,0.498,0.107,0.213,0.896,0.035,1.748,0.0,18,1,2.105,2.866,1.592
2026-08-04 18:45:00,0.508,0.119,0.251,0.578,0.039,1.495,0.002,18,1,1.994,2.155,1.516
2026-08-04 19:00:00,0.514,0.099,0.278,0.533,0.049,1.472,0.0,19,1,1.874,2.239,1.514
2026-08-04 19:15:00,0.492,0.09,0.28,0.444,0.011,1.318,0.065,19,1,1.755,2.114,1.307
2026-08-04 19:30:00,0.504,0.111,0.335,0.574,0.048,1.572,0.007,19,1,1.748,2.105,1.336
2026-08-04 19:45:00,0.5,0.099,0.279,0.493,0.016,1.387,0.0,19,1,1.495,1.994,1.356
2026-08-04 20:00:00,0.502,0.128,0.273,0.387,0.014,1.304,0.118,20,1,1.472,1.874,1.167
2026-08-04 20:15:00,0.485,0.158,0.269,0.393,0.023,1.328,0.0,20,1,1.318,1.755,1.051
2026-08-04 20:30:00,0.5,0.145,0.216,0.151,0.014,1.027,0.054,20,1,1.572,1.748,1.053
2026-08-04 20:45:00,0.51,0.149,0.204,0.234,0.024,1.121,0.0,20,1,1.387,1.495,1.18
2026-08-04 21:00:00,0.529,0.153,0.188,0.152,0.007,1.029,0.0,21,1,1.304,1.472,1.028
2026-08-04 21:15:00,0.519,0.152,0.145,0.22,0.018,1.053,0.0,21,1,1.328,1.318,0.879
2026-08-04 21:30:00,0.543,0.157,0.121,0.098,0.033,0.953,0.078,21,1,1.027,1.572,0.926
2026-08-04 21:45:00,0.485,0.146,0.087,0.05,0.019,0.787,0.0,21,1,1.121,1.387,0.735
2026-08-04 22:00:00,0.517,0.155,0.045,0.126,0.021,0.864,0.0,22,1,1.029,1.304,0.85
2026-08-04 22:15:00,0.504,0.147,0.062,0.145,0.025,0.883,0.0,22,1,1.053,1.328,0.862
2026-08-04 22:30:00,0.544,0.157,0.076,0.0,0.032,0.809,0.0,22,1,0.953,1.027,0.705
2026-08-04 22:45:00,0.484,0.156,0.029,0.029,0.003,0.702,0.0,22,1,0.787,1.121,0.814
2026-08-04 23:00:00,0.483,0.141,0.024,0.0,0.026,0.674,0.038,23,1,0.864,1.029,0.704
2026-08-04 23:15:00,0.488,0.161,0.027,0.0,0.017,0.693,0.0,23,1,0.883,1.053,0.822
2026-08-04 23:30:00,0.458,0.145,0.0,0.037,0.022,0.66,0.133,23,1,0.809,0.953,0.731
2026-08-04 23:45:00,0.489,0.158,0.039,0.074,0.031,0.791,0.0,23,1,0.702,0.787,0.693
2026-08-05 00:00:00,0.485,0.154,0.004,0.026,0.008,0.677,0.0,0,2,0.674,0.864,0.681
2026-08-05 00:15:00,0.503,0.168,0.033,0.0,0.01,0.714,0.168,0,2,0.693,0.883,0.665
2026-08-05 00:30:00,0.507,0.148,0.0,0.0,0.001,0.655,0.0,0,2,0.66,0.809,0.797
2026-08-05 00:45:00,0.538,0.147,0.036,0.0,0.015,0.735,0.0,0,2,0.791,0.702,0.642
2026-08-05 01:00:00,0.519,0.15,0.016,0.137,0.033,0.855,0.022,1,2,0.677,0.674,0.646
2026-08-05 01:15:00,0.488,0.147,0.011,0.0,0.019,0.665,0.0,1,2,0.714,0.693,0.814
2026-08-05 01:30:00,0.482,0.158,0.005,0.126,0.007,0.777,0.0,1,2,0.655,0.66,0.704
2026-08-05 01:45:00,0.51,0.134,0.0,0.095,0.015,0.754,0.0,1,2,0.735,0.791,0.744
2026-08-05 02:00:00,0.474,0.139,0.024,0.0,0.005,0.642,0.277,2,2,0.855,0.677,0.857
2026-08-05 02:15:00,0.537,0.139,0.003,0.0,0.009,0.688,0.0,2,2,0.665,0.714,0.685
2026-08-05 02:30:00,0.524,0.16,0.0,0.037,0.024,0.744,0.0,2,2,0.777,0.655,0.759
2026-08-05 02:45:00,0.491,0.167,0.0,0.0,0.008,0.666,0.149,2,2,0.754,0.735,0.706
2026-08-05 03:00:00,0.466,0.149,0.0,0.013,0.031,0.659,0.061,3,2,0.642,0.855,0.738
2026-08-05 03:15:00,0.527,0.148,0.008,0.0,0.019,0.702,0.0,3,2,0.688,0.665,0.718
2026-08-05 03:30:00,0.498,0.151,0.002,0.0,0.021,0.671,0.0,3,2,0.744,0.777,0.775
2026-08-05 03:45:00,0.525,0.162,0.031,0.0,0.017,0.735,0.067,3,2,0.666,0.754,0.709
2026-08-05 04:00:00,0.468,0.141,0.0,0.032,0.028,0.669,0.0,4,2,0.659,0.642,0.698
2026-08-05 04:15:00,0.488,0.152,0.027,0.0,0.028,0.695,0.0,4,2,0.702,0.688,0.777
2026-08-05 04:30:00,0.5,0.16,0.004,0.0,0.023,0.687,0.179,4,2,0.671,0.744,0.724
2026-08-05 04:45:00,0.501,0.155,0.08,0.091,0.026,0.853,0.0,4,2,0.735,0.666,0.729
2026-08-05 05:00:00,0.491,0.152,0.096,0.145,0.018,0.901,0.15,5,2,0.669,0.659,0.902
2026-08-05 05:15:00,0.512,0.16,0.146,0.008,0.025,0.852,0.128,5,2,0.695,0.702,0.821
2026-08-05 05:30:00,0.479,0.123,0.165,0.011,0.017,0.794,0.0,5,2,0.687,0.671,1.093
2026-08-05 05:45:00,0.497,0.157,0.252,0.107,0.02,1.033,0.103,5,2,0.853,0.735,1.074
2026-08-05 06:00:00,0.502,0.093,0.286,0.0,0.017,0.899,0.0,6,2,0.901,0.669,0.877
2026-08-05 06:15:00,0.51,0.082,0.302,0.111,0.015,1.021,0.102,6,2,0.852,0.695,1.023
2026-08-05 06:30:00,0.514,0.105,0.297,0.165,0.013,1.095,0.533,6,2,0.794,0.687,1.028
2026-08-05 06:45:00,0.478,0.114,0.302,0.203,0.025,1.121,0.901,6,2,1.033,0.853,0.963
2026-08-05 07:00:00,0.469,0.099,0.251,0.0,0.033,0.852,1.096,7,2,0.899,0.901,1.003
2026-08-05 07:15:00,0.526,0.11,0.244,0.123,0.032,1.033,1.388,7,2,1.021,0.852,0.967
2026-08-05 07:30:00,0.507,0.116,0.215,0.151,0.007,0.996,1.803,7,2,1.095,0.794,0.832
2026-08-05 07:45:00,0.485,0.113,0.159,0.295,0.033,1.085,1.962,7,2,1.121,1.033,1.006
2026-08-05 08:00:00,0.531,0.116,0.083,0.386,0.017,1.133,2.122,8,2,0.852,0.899,1.069
2026-08-05 08:15:00,0.502,0.107,0.072,0.548,0.026,1.256,2.521,8,2,1.033,1.021,1.59
2026-08-05 08:30:00,0.524,0.101,0.015,0.416,0.011,1.066,2.706,8,2,0.996,1.095,1.137
2026-08-05 08:45:00,0.501,0.084,0.035,0.491,0.021,1.133,2.657,8,2,1.085,1.121,1.327
2026-08-05 09:00:00,0.541,0.098,0.022,0.738,0.023,1.422,3.163,9,2,1.133,0.852,1.261
2026-08-05 09:15:00,0.535,0.092,0.0,0.743,0.005,1.375,3.356,9,2,1.256,1.033,1.28
2026-08-05 09:30:00,0.495,0.122,0.0,0.938,0.763,2.318,3.502,9,2,1.066,0.996,1.514
2026-08-05 09:45:00,0.519,0.098,0.0,0.945,0.033,1.597,3.758,9,2,1.133,1.085,1.631
2026-08-05 10:00:00,0.513,0.101,0.0,0.912,0.018,1.544,3.754,10,2,1.422,1.133,1.694
2026-08-05 10:15:00,0.527,0.106,0.0,1.011,0.669,2.313,3.991,10,2,1.375,1.256,1.685
2026-08-05 10:30:00,0.481,0.1,0.008,1.111,0.018,1.718,3.92,10,2,2.318,1.066,1.927
2026-08-05 10:45:00,0.514,0.117,0.005,1.456,0.028,2.121,4.219,10,2,1.597,1.133,2.905
2026-08-05 11:00:00,0.521,0.094,0.0,1.635,0.0,2.25,4.457,11,2,1.544,1.422,2.114
2026-08-05 11:15:00,0.465,0.102,0.0,1.827,0.044,2.438,4.228,11,2,2.313,1.375,2.469
2026-08-05 11:30:00,0.476,0.093,0.021,1.851,0.035,2.476,4.298,11,2,1.718,2.318,2.37
2026-08-05 11:45:00,0.459,0.087,0.033,2.003,0.017,2.6,4.332,11,2,2.121,1.597,2.522
2026-08-05 12:00:00,0.495,0.094,0.0,1.944,0.0,2.533,4.425,12,2,2.25,1.544,2.558
2026-08-05 12:15:00,0.514,0.1,0.0,1.993,0.023,2.63,4.296,12,2,2.438,2.313,2.759
2026-08-05 12:30:00,0.53,0.096,0.01,2.291,0.006,2.932,4.416,12,2,2.476,1.718,2.646
2026-08-05 12:45:00,0.501,0.093,0.0,2.334,0.024,2.953,4.412,12,2,2.6,2.121,2.859
2026-08-05 13:00:00,0.533,0.086,0.0,2.376,0.533,3.527,4.315,13,2,2.533,2.25,2.841
2026-08-05 13:15:00,0.472,0.099,0.015,2.462,0.668,3.716,4.001,13,2,2.63,2.438,3.071
2026-08-05 13:30:00,0.466,0.085,0.0,2.498,0.031,3.08,4.176,13,2,2.932,2.476,3.205
2026-08-05 13:45:00,0.499,0.108,0.027,2.62,0.028,3.281,4.051,13,2,2.953,2.6,3.165
2026-08-05 14:00:00,0.508,0.101,0.002,2.629,0.03,3.27,3.904,14,2,3.527,2.533,2.889
2026-08-05 14:15:00,0.499,0.085,0.0,2.546,0.02,3.151,3.706,14,2,3.716,2.63,3.767
2026-08-05 14:30:00,0.459,0.097,0.0,2.55,0.006,3.112,3.522,14,2,3.08,2.932,3.084
2026-08-05 14:45:00,0.498,0.092,0.001,2.474,0.455,3.521,3.42,14,2,3.281,2.953,2.935
2026-08-05 15:00:00,0.474,0.103,0.0,2.319,0.017,2.913,3.312,15,2,3.27,3.527,2.983
2026-08-05 15:15:00,0.513,0.113,0.035,2.368,0.745,3.775,2.814,15,2,3.151,3.716,2.912
2026-08-05 15:30:00,0.507,0.081,0.009,2.067,0.034,2.698,2.794,15,2,3.112,3.08,2.747
2026-08-05 15:45:00,0.481,0.101,0.022,2.214,0.041,2.86,2.443,15,2,3.521,3.281,2.812
2026-08-05 16:00:00,0.49,0.098,0.039,1.882,0.02,2.529,2.193,16,2,2.913,3.27,2.621
2026-08-05 16:15:00,0.479,0.107,0.008,1.916,0.042,2.551,1.798,16,2,3.775,3.151,2.49
2026-08-05 16:30:00,0.499,0.102,0.05,1.682,0.021,2.354,1.66,16,2,2.698,3.112,2.866
2026-08-05 16:45:00,0.519,0.092,0.051,1.698,0.016,2.376,1.319,16,2,2.86,3.521,2.155
2026-08-05 17:00:00,0.48,0.097,0.092,1.513,0.014,2.195,1.096,17,2,2.529,2.913,2.239
2026-08-05 17:15:00,0.51,0.092,0.055,1.231,0.385,2.273,0.751,17,2,2.551,3.775,2.114
2026-08-05 17:30:00,0.489,0.111,0.121,1.308,0.012,2.042,0.531,17,2,2.354,2.698,2.105
2026-08-05 17:45:00,0.484,0.1,0.14,1.087,0.027,1.838,0.248,17,2,2.376,2.86,1.994
2026-08-05 18:00:00,0.498,0.119,0.191,1.116,0.014,1.938,0.01,18,2,2.195,2.529,1.874
2026-08-05 18:15:00,0.479,0.099,0.221,0.917,0.015,1.732,0.0,18,2,2.273,2.551,1.755
2026-08-05 18:30:00,0.489,0.093,0.226,0.851,0.03,1.689,0.0,18,2,2.042,2.354,1.748
2026-08-05 18:45:00,0.476,0.085,0.251,0.618,0.016,1.446,0.036,18,2,1.838,2.376,1.495
2026-08-05 19:00:00,0.539,0.082,0.282,0.564,0.016,1.483,0.0,19,2,1.938,2.195,1.472
2026-08-05 19:15:00,0.501,0.084,0.278,0.495,0.031,1.389,0.107,19,2,1.732,2.273,1.318
2026-08-05 19:30:00,0.486,0.103,0.317,0.551,0.036,1.493,0.023,19,2,1.689,2.042,1.572
2026-08-05 19:45:00,0.504,0.105,0.288,0.566,0.026,1.49,0.061,19,2,1.446,1.838,1.387
2026-08-05 20:00:00,0.498,0.134,0.226,0.258,0.013,1.129,0.141,20,2,1.483,1.938,1.304
2026-08-05 20:15:00,0.496,0.159,0.257,0.393,0.015,1.32,0.0,20,2,1.389,1.732,1.328
2026-08-05 20:30:00,0.512,0.145,0.219,0.022,0.021,0.92,0.0,20,2,1.493,1.689,1.027
2026-08-05 20:45:00,0.515,0.151,0.179,0.079,0.023,0.949,0.087,20,2,1.49,1.446,1.121
2026-08-05 21:00:00,0.489,0.166,0.157,0.068,0.01,0.891,0.051,21,2,1.129,1.483,1.029
2026-08-05 21:15:00,0.488,0.159,0.154,0.0,0.027,0.829,0.0,21,2,1.32,1.389,1.053
2026-08-05 21:30:00,0.494,0.147,0.15,0.0,0.021,0.813,0.139,21,2,0.92,1.493,0.953
2026-08-05 21:45:00,0.454,0.141,0.104,0.13,0.003,0.832,0.0,21,2,0.949,1.49,0.787
2026-08-05 22:00:00,0.47,0.128,0.063,0.05,0.011,0.722,0.003,22,2,0.891,1.129,0.864
2026-08-05 22:15:00,0.527,0.143,0.065,0.095,0.015,0.845,0.002,22,2,0.829,1.32,0.883
2026-08-05 22:30:00,0.533,0.148,0.031,0.114,0.019,0.846,0.0,22,2,0.813,0.92,0.809
2026-08-05 22:45:00,0.495,0.14,0.015,0.062,0.039,0.751,0.008,22,2,0.832,0.949,0.702
2026-08-05 23:00:00,0.512,0.149,0.0,0.094,0.022,0.776,0.14,23,2,0.722,0.891,0.674
2026-08-05 23:15:00,0.506,0.151,0.0,0.015,0.012,0.683,0.044,23,2,0.845,0.829,0.693
2026-08-05 23:30:00,0.562,0.148,0.001,0.0,0.022,0.732,0.003,23,2,0.846,0.813,0.66
2026-08-05 23:45:00,0.522,0.143,0.009,0.118,0.016,0.809,0.0,23,2,0.751,0.832,0.791
2026-08-06 00:00:00,0.497,0.152,0.0,0.0,0.023,0.672,0.033,0,3,0.776,0.722,0.677
2026-08-06 00:15:00,0.481,0.154,0.0,0.0,0.026,0.661,0.075,0,3,0.683,0.845,0.714
2026-08-06 00:30:00,0.468,0.139,0.0,0.0,0.032,0.639,0.061,0,3,0.732,0.846,0.655
2026-08-06 00:45:00,0.504,0.164,0.012,0.0,0.02,0.7,0.0,0,3,0.809,0.751,0.735
2026-08-06 01:00:00,0.485,0.149,0.0,0.0,0.036,0.67,0.032,1,3,0.672,0.776,0.855
2026-08-06 01:15:00,0.472,0.15,0.016,0.035,0.029,0.701,0.048,1,3,0.661,0.683,0.665
2026-08-06 01:30:00,0.487,0.157,0.0,0.035,0.013,0.692,0.0,1,3,0.639,0.732,0.777
2026-08-06 01:45:00,0.478,0.152,0.0,0.0,0.042,0.673,0.017,1,3,0.7,0.809,0.754
2026-08-06 02:00:00,0.534,0.16,0.0,0.0,0.023,0.717,0.0,2,3,0.67,0.672,0.642
2026-08-06 02:15:00,0.518,0.153,0.0,0.109,0.012,0.791,0.048,2,3,0.701,0.661,0.688
2026-08-06 02:30:00,0.5,0.144,0.02,0.051,0.037,0.751,0.066,2,3,0.692,0.639,0.744
2026-08-06 02:45:00,0.53,0.154,0.011,0.21,0.041,0.944,0.075,2,3,0.673,0.7,0.666
2026-08-06 03:00:00,0.502,0.139,0.02,0.121,0.02,0.801,0.0,3,3,0.717,0.67,0.659
2026-08-06 03:15:00,0.483,0.151,0.012,0.119,0.015,0.779,0.031,3,3,0.791,0.701,0.702
2026-08-06 03:30:00,0.53,0.15,0.0,0.0,0.018,0.698,0.142,3,3,0.751,0.692,0.671
2026-08-06 03:45:00,0.511,0.148,0.0,0.084,0.027,0.77,0.141,3,3,0.944,0.673,0.735
2026-08-06 04:00:00,0.479,0.149,0.0,0.004,0.033,0.665,0.0,4,3,0.801,0.717,0.669
2026-08-06 04:15:00,0.496,0.131,0.05,0.0,0.026,0.704,0.014,4,3,0.779,0.791,0.695
2026-08-06 04:30:00,0.482,0.145,0.017,0.033,0.021,0.698,0.111,4,3,0.698,0.751,0.687
2026-08-06 04:45:00,0.472,0.151,0.083,0.116,0.035,0.857,0.0,4,3,0.77,0.944,0.853
2026-08-06 05:00:00,0.519,0.152,0.115,0.078,0.017,0.88,0.0,5,3,0.665,0.801,0.901
2026-08-06 05:15:00,0.538,0.14,0.174,0.0,0.03,0.882,0.134,5,3,0.704,0.779,0.852
2026-08-06 05:30:00,0.472,0.163,0.174,0.119,0.017,0.945,0.098,5,3,0.698,0.698,0.794
2026-08-06 05:45:00,0.511,0.141,0.241,0.0,0.024,0.918,0.037,5,3,0.857,0.77,1.033
2026-08-06 06:00:00,0.487,0.11,0.31,0.093,0.019,1.019,0.0,6,3,0.88,0.665,0.899
2026-08-06 06:15:00,0.49,0.104,0.278,0.059,0.019,0.951,0.308,6,3,0.882,0.704,1.021
2026-08-06 06:30:00,0.488,0.094,0.269,0.088,0.016,0.955,0.566,6,3,0.945,0.698,1.095
2026-08-06 06:45:00,0.483,0.118,0.253,0.211,0.033,1.099,0.967,6,3,0.918,0.857,1.121
2026-08-06 07:00:00,0.501,0.088,0.279,0.06,0.013,0.941,1.158,7,3,1.019,0.88,0.852
2026-08-06 07:15:00,0.483,0.109,0.189,0.393,0.013,1.187,1.436,7,3,0.951,0.882,1.033
2026-08-06 07:30:00,0.505,0.11,0.175,0.057,0.041,0.888,1.626,7,3,0.955,0.945,0.996
2026-08-06 07:45:00,0.499,0.093,0.146,0.226,0.03,0.994,2.24,7,3,1.099,0.918,1.085
2026-08-06 08:00:00,0.495,0.114,0.101,0.375,0.0,1.086,2.354,8,3,0.941,1.019,1.133
2026-08-06 08:15:00,0.482,0.097,0.073,0.457,0.014,1.124,2.676,8,3,1.187,0.951,1.256
2026-08-06 08:30:00,0.488,0.103,0.045,0.456,0.002,1.094,2.914,8,3,0.888,0.955,1.066
2026-08-06 08:45:00,0.515,0.103,0.049,0.535,0.01,1.213,3.05,8,3,0.994,1.099,1.133
2026-08-06 09:00:00,0.51,0.099,0.0,0.664,0.293,1.566,3.26,9,3,1.086,0.941,1.422
2026-08-06 09:15:00,0.48,0.108,0.0,0.691,0.019,1.298,3.499,9,3,1.124,1.187,1.375
2026-08-06 09:30:00,0.502,0.108,0.0,0.951,0.009,1.569,3.726,9,3,1.094,0.888,2.318
2026-08-06 09:45:00,0.515,0.083,0.018,1.0,0.021,1.637,4.018,9,3,1.213,0.994,1.597
2026-08-06 10:00:00,0.467,0.113,0.019,1.115,0.004,1.717,4.067,10,3,1.566,1.086,1.544
2026-08-06 10:15:00,0.511,0.083,0.009,1.048,0.021,1.672,4.469,10,3,1.298,1.124,2.313
2026-08-06 10:30:00,0.487,0.11,0.024,1.258,0.016,1.895,4.526,10,3,1.569,1.094,1.718
2026-08-06 10:45:00,0.511,0.111,0.0,1.36,0.035,2.018,4.615,10,3,1.637,1.213,2.121
2026-08-06 11:00:00,0.485,0.089,0.033,1.416,0.034,2.057,4.613,11,3,1.717,1.566,2.25
2026-08-06 11:15:00,0.464,0.096,0.03,1.678,0.028,2.297,4.847,11,3,1.672,1.298,2.438
2026-08-06 11:30:00,0.467,0.089,0.015,1.713,0.017,2.301,4.725,11,3,1.895,1.569,2.476
2026-08-06 11:45:00,0.501,0.098,0.036,1.953,0.04,2.627,4.775,11,3,2.018,1.637,2.6
2026-08-06 12:00:00,0.505,0.097,0.0,1.895,0.004,2.501,4.805,12,3,2.057,1.717,2.533
2026-08-06 12:15:00,0.482,0.108,0.0,2.281,0.006,2.876,4.848,12,3,2.297,1.672,2.63
2026-08-06 12:30:00,0.513,0.113,0.0,2.117,0.019,2.762,4.811,12,3,2.301,1.895,2.932
2026-08-06 12:45:00,0.467,0.114,0.014,2.314,0.645,3.555,4.648,12,3,2.627,2.018,2.953
2026-08-06 13:00:00,0.499,0.094,0.0,2.444,0.018,3.055,4.571,13,3,2.501,2.057,3.527
2026-08-06 13:15:00,0.476,0.098,0.015,2.366,0.018,2.973,4.598,13,3,2.876,2.297,3.716
2026-08-06 13:30:00,0.487,0.083,0.028,2.551,0.006,3.154,4.495,13,3,2.762,2.301,3.08
2026-08-06 13:45:00,0.501,0.092,0.014,2.368,0.029,3.005,4.255,13,3,3.555,2.627,3.281
2026-08-06 14:00:00,0.483,0.11,0.006,2.645,0.03,3.273,3.988,14,3,3.055,2.501,3.27
2026-08-06 14:15:00,0.492,0.116,0.0,2.493,0.028,3.129,3.96,14,3,2.973,2.876,3.151
2026-08-06 14:30:00,0.52,0.088,0.0,2.406,0.014,3.027,3.861,14,3,3.154,2.762,3.112
2026-08-06 14:45:00,0.488,0.094,0.027,2.393,0.013,3.016,3.78,14,3,3.005,3.555,3.521
2026-08-06 15:00:00,0.517,0.1,0.019,2.446,0.007,3.088,3.266,15,3,3.273,3.055,2.913
2026-08-06 15:15:00,0.477,0.103,0.005,2.234,0.021,2.839,3.114,15,3,3.129,2.973,3.775
2026-08-06 15:30:00,0.511,0.092,0.0,2.131,0.009,2.743,2.876,15,3,3.027,3.154,2.698
2026-08-06 15:45:00,0.529,0.104,0.0,2.087,0.008,2.728,2.796,15,3,3.016,3.005,2.86
2026-08-06 16:00:00,0.451,0.095,0.0,1.884,0.016,2.446,2.39,16,3,3.088,3.273,2.529
2026-08-06 16:15:00,0.484,0.1,0.067,2.069,0.015,2.735,2.027,16,3,2.839,3.129,2.551
2026-08-06 16:30:00,0.512,0.105,0.015,1.71,0.015,2.357,1.888,16,3,2.743,3.027,2.354
2026-08-06 16:45:00,0.496,0.1,0.06,1.726,0.025,2.406,1.499,16,3,2.728,3.016,2.376
2026-08-06 17:00:00,0.507,0.096,0.095,1.537,0.021,2.256,1.117,17,3,2.446,3.088,2.195
2026-08-06 17:15:00,0.488,0.099,0.072,1.292,0.017,1.968,0.845,17,3,2.735,2.839,2.273
2026-08-06 17:30:00,0.502,0.099,0.127,1.265,0.022,2.015,0.798,17,3,2.357,2.743,2.042
2026-08-06 17:45:00,0.497,0.096,0.171,1.223,0.01,1.997,0.352,17,3,2.406,2.728,1.838
2026-08-06 18:00:00,0.523,0.097,0.182,1.009,0.021,1.833,0.011,18,3,2.256,2.446,1.938
2026-08-06 18:15:00,0.505,0.116,0.269,1.036,0.022,1.948,0.0,18,3,1.968,2.735,1.732
2026-08-06 18:30:00,0.507,0.106,0.207,0.914,0.005,1.738,0.029,18,3,2.015,2.357,1.689
2026-08-06 18:45:00,0.492,0.097,0.286,0.806,0.03,1.71,0.028,18,3,1.997,2.406,1.446
2026-08-06 19:00:00,0.49,0.107,0.28,0.577,0.011,1.466,0.029,19,3,1.833,2.256,1.483
2026-08-06 19:15:00,0.491,0.097,0.311,0.433,0.021,1.353,0.011,19,3,1.948,1.968,1.389
2026-08-06 19:30:00,0.508,0.112,0.309,0.404,0.032,1.364,0.087,19,3,1.738,2.015,1.493
2026-08-06 19:45:00,0.492,0.104,0.281,0.418,0.029,1.324,0.002,19,3,1.71,1.997,1.49
2026-08-06 20:00:00,0.506,0.149,0.288,0.393,0.02,1.356,0.0,20,3,1.466,1.833,1.129
2026-08-06 20:15:00,0.542,0.154,0.228,0.068,0.016,1.008,0.0,20,3,1.353,1.948,1.32
2026-08-06 20:30:00,0.517,0.134,0.252,0.238,0.029,1.172,0.0,20,3,1.364,1.738,0.92
2026-08-06 20:45:00,0.493,0.139,0.218,0.215,0.027,1.092,0.203,20,3,1.324,1.71,0.949
2026-08-06 21:00:00,0.524,0.138,0.195,0.137,0.014,1.007,0.086,21,3,1.356,1.466,0.891
2026-08-06 21:15:00,0.492,0.151,0.173,0.264,0.012,1.092,0.0,21,3,1.008,1.353,0.829
2026-08-06 21:30:00,0.459,0.167,0.131,0.152,0.0,0.909,0.0,21,3,1.172,1.364,0.813
2026-08-06 21:45:00,0.48,0.172,0.1,0.22,0.022,0.994,0.0,21,3,1.092,1.324,0.832
2026-08-06 22:00:00,0.463,0.156,0.057,0.05,0.019,0.745,0.154,22,3,1.007,1.356,0.722
2026-08-06 22:15:00,0.493,0.155,0.042,0.151,0.031,0.872,0.0,22,3,1.092,1.008,0.845
2026-08-06 22:30:00,0.5,0.132,0.064,0.209,0.024,0.929,0.011,22,3,0.909,1.172,0.846
2026-08-06 22:45:00,0.534,0.145,0.057,0.167,0.033,0.936,0.0,22,3,0.994,1.092,0.751
2026-08-06 23:00:00,0.507,0.142,0.015,0.0,0.013,0.677,0.083,23,3,0.745,1.007,0.776
2026-08-06 23:15:00,0.496,0.144,0.014,0.0,0.031,0.685,0.0,23,3,0.872,1.092,0.683
2026-08-06 23:30:00,0.517,0.148,0.0,0.0,0.015,0.68,0.0,23,3,0.929,0.909,0.732
2026-08-06 23:45:00,0.456,0.145,0.029,0.062,0.028,0.719,0.0,23,3,0.936,0.994,0.809
2026-08-07 00:00:00,0.505,0.13,0.013,0.069,0.005,0.722,0.0,0,4,0.677,0.745,0.672
2026-08-07 00:15:00,0.515,0.157,0.039,0.0,0.022,0.734,0.008,0,4,0.685,0.872,0.661
2026-08-07 00:30:00,0.47,0.139,0.0,0.007,0.0,0.617,0.143,0,4,0.68,0.929,0.639
2026-08-07 00:45:00,0.523,0.152,0.0,0.0,0.017,0.693,0.0,0,4,0.719,0.936,0.7
2026-08-07 01:00:00,0.507,0.171,0.005,0.144,0.024,0.851,0.0,1,4,0.722,0.677,0.67
